product_id,product_name,product_name_hindi,primary_category,secondary_category,tertiary_category,product_type,price_range,target_demographic,seasonal_relevance,primary_keywords,related_categories,purchase_frequency
B2A1C9D8,MTR 3 Minute Breakfast Poha (60g Cup),एमटीआर 3 मिनट ब्रेकफास्ट पोहा (60 ग्राम कप),Food & Grocery,Packaged Foods,Ready To Eat,Instant Breakfast,Budget,All Ages,Year-round,"mtr poha, instant breakfast, ready to eat, 3 minute breakfast, poha cup, budget, travel food","Upma Cup, Oats Cup",Occasionally
7E6F5A4B,Too Yumm! Karare Peanuts Tangy Twist (80g Pack),टू यम! करारे पीनट्स टैंगी ट्विस्ट (80 ग्राम पैक),Food & Grocery,Packaged Foods,Snacks,Namkeen,Budget,All Ages,Year-round,"too yumm karare, peanuts snack, tangy twist, namkeen, 80g, budget, baked snack","Chips, Bhujia",Weekly
D3C2B1A9,Havells Ambrogio 1200mm Ceiling Fan (Pearl White),हैवेल्स एम्ब्रोजियो 1200 मिमी सीलिंग फैन (पर्ल व्हाइट),Home & Kitchen,Kitchen Appliances,Fans,Ceiling Fan,Mid-range,All Ages,Summer,"ceiling fan, havells, 1200mm fan, ambrogio, home appliance, pearl white, mid-range","Exhaust Fan, Pedestal Fan",Occasionally
A8B7C6D5,Urban Ladder Apollo Engineered Wood Study Table (Walnut Finish),अर्बन लैडर अपोलो इंजीनियर्ड वुड स्टडी टेबल (वॉलनट फिनिश),Home & Kitchen,Furniture,Study & Office Furniture,Study Table,Mid-range,Students/Professionals,Year-round,"study table, urban ladder, engineered wood, office furniture, walnut finish, mid-range, apollo","Office Chair, Bookshelf",Occasionally
F4E3A2B1,The Man Company Charcoal Face Wash (100ml),द मैन कंपनी चारकोल फेस वॉश (100 मिली),Personal Care,Skincare,Face Wash,Men's Face Wash,Mid-range,18-45 Male,Year-round,"the man company, charcoal face wash, men's grooming, skincare, oil control, mid-range, 100ml","Face Scrub, Beard Oil",Monthly
9C8D7E6F,Minimalist 10% Vitamin C Face Serum (30ml),मिनिमलिस्ट 10% विटामिन सी फेस सीरम (30 मिली),Personal Care,Skincare,Serums & Essences,Face Serum,Premium,20+ All Genders,Year-round,"minimalist serum, vitamin c serum, face serum, skincare, brightening serum, premium, 30ml","Sunscreen, Moisturizer",Occasionally
5A4B3C2D,Rich Dad's Cashflow Quadrant by Robert T. Kiyosaki,रॉबर्ट टी. कियोसाकी द्वारा रिच डैड का कैशफ्लो क्वाड्रेंट,Books & Stationery,Fiction & Non-Fiction,Business & Finance,Finance Book,Mid-range,25+ All Genders,Year-round,"cashflow quadrant, robert kiyosaki, finance book, rich dad series, business finance, mid-range, investment","Rich Dad Poor Dad, Personal Finance Books",Occasionally
E1F9A8B7,Staedtler Luna Water Colour Pencils (Set of 24),स्टेडलर लूना वॉटर कलर पेंसिल (24 का सेट),Books & Stationery,Stationery,Art Supplies,Colour Pencils,Mid-range,8+ All Genders,Year-round,"staedtler pencils, water colour pencils, luna series, art supplies, 24 set, mid-range, drawing","Water Brush, Sketchbook",Occasionally
C6D5E4F3,Li-Ning Turbo X 80 III Badminton Racket,ली-निंग टर्बो एक्स 80 III बैडमिंटन रैकेट,Sports & Fitness,Equipment,Badminton,Rackets,Mid-range,Intermediate Players,Year-round,"badminton racket, li-ning, turbo x, intermediate racket, sports equipment, mid-range, carbon fiber","Badminton Shoes, Kit Bag",Occasionally
B2A1C9D8,"Myprotein Creatine Monohydrate Powder (250g, Unflavored)","मायप्रोटीन क्रिएटिन मोनोहाइड्रेट पाउडर (250 ग्राम, अनफ्लेवर्ड)",Sports & Fitness,Supplements,Creatine,Creatine Monohydrate,Budget,18+ All Genders,Year-round,"creatine, myprotein, monohydrate, supplement, unflavoured, 250g, budget","Whey Protein, Shaker Bottle",Monthly
7E6F5A4B,"Little's Soft Cleansing Baby Wipes (80 Wipes, Pack of 3)","लिटल्स सॉफ्ट क्लींजिंग बेबी वाइप्स (80 वाइप्स, 3 का पैक)",Toys & Baby Products,Baby Care,Diapers & Wipes,Wet Wipes,Budget,0-3 Years Infants,Year-round,"baby wipes, little's wipes, soft cleansing, baby care, budget, pack of 3, 80 wipes","Diapers, Baby Lotion",Weekly
D3C2B1A9,Chicco KeyFit 30 Infant Car Seat (Orion),चिक्को कीफिट 30 इन्फेंट कार सीट (ओरियन),Toys & Baby Products,Baby Gear & Safety,Car Seats,Infant Car Seat,Premium,0-12 Months Infants,Year-round,"infant car seat, chicco, keyfit 30, baby safety, premium, travel system compatible, orion","Stroller Base, Car Seat Cover",Occasionally
A8B7C6D5,Noise ColorFit Pulse Grand Smartwatch (Jet Black),नॉइज़ कलरफिट पल्स ग्रैंड स्मार्टवॉच (जेट ब्लैक),Electronics,Mobiles & Accessories,Wearables,Smartwatch,Budget,15+ All Genders,Year-round,"smartwatch, noise, colorfit pulse grand, wearable, fitness tracker, budget, jet black","Watch Straps, Bluetooth Earphones",Occasionally
F4E3A2B1,AO Smith Z9 Green RO Water Purifier,एओ स्मिथ Z9 ग्रीन आरओ वॉटर प्यूरीफायर,Electronics,Home Appliances,Water Purifiers,Water Purifier,Premium,All Families,Year-round,"water purifier, ao smith, z9 green ro, hot water dispenser, premium, mineralizer, home appliance","Replacement Filters, Service Kit",Occasionally
9C8D7E6F,"Puma Men's Regular Fit Polo Shirt (Black, Size L)","प्यूमा पुरुषों की रेगुलर फिट पोलो शर्ट (काला, साइज L)",Clothing & Apparel,Men's Wear,Casual,T-Shirt,Mid-range,18-40 Male,Year-round,"puma polo, men's t-shirt, regular fit, black polo, size l, mid-range, sportswear","Sneakers, Track Pants",Occasionally
5A4B3C2D,"Soch Women Embroidered Straight Kurta (Navy Blue, Size M)","सोच वीमेन एम्ब्रॉएडर्ड स्ट्रेट कुर्ता (नेवी ब्लू, साइज M)",Clothing & Apparel,Women's Wear,Ethnic,Kurta,Premium,25-50 Female,Festival,"soch kurta, embroidered kurta, ethnic wear, navy blue, size m, premium, straight kurta","Leggings, Jhumkas",Occasionally
E1F9A8B7,ID Fresho Idli Dosa Batter (1kg Pouch),आईडी फ्रेशो इडली डोसा बैटर (1 किलो पाउच),Food & Grocery,Packaged Foods,Ready To Cook,Batter,Budget,All Ages,Year-round,"idli dosa batter, id fresho, ready to cook, south indian breakfast, 1kg, budget, fresh batter","Sambar Powder, Coconut Chutney",Weekly
C6D5E4F3,Haldiram's Bhujia Sev (1kg Pouch),हल्दीराम भुजिया सेव (1 किलो पाउच),Food & Grocery,Packaged Foods,Snacks,Namkeen,Mid-range,All Ages,Year-round,"haldirams bhujia, bhujia sev, namkeen, indian snack, 1kg, mid-range, tea time snack","Mixtures, Moong Dal",Monthly
B2A1C9D8,Usha Striker Galaxy 1200mm Ceiling Fan (Metallic Ivory),ऊषा स्ट्राइकर गैलेक्सी 1200 मिमी सीलिंग फैन (मेटैलिक आइवरी),Home & Kitchen,Kitchen Appliances,Fans,Ceiling Fan,Budget,All Ages,Summer,"ceiling fan, usha, striker galaxy, 1200mm fan, home appliance, metallic ivory, budget","Wall Fan, Regulator",Occasionally
7E6F5A4B,Pepperfry Mint Engineered Wood Shoe Rack (Wenge Finish),पेपरफ्राई मिंट इंजीनियर्ड वुड शू रैक (वेंग फिनिश),Home & Kitchen,Furniture,Storage Furniture,Shoe Rack,Mid-range,All Ages,Year-round,"shoe rack, pepperfry, engineered wood, storage furniture, wenge finish, mid-range, mint","Entryway Bench, Coat Hanger",Occasionally
D3C2B1A9,Beardo Godfather Beard Oil (30ml),बियर्डो गॉडफादर बियर्ड ऑयल (30 मिली),Personal Care,Men's Grooming,Beard Care,Beard Oil,Mid-range,20-45 Male,Year-round,"beardo, beard oil, godfather, men's grooming, beard care, mid-range, 30ml","Beard Wash, Beard Balm",Monthly
A8B7C6D5,Neutrogena Hydro Boost Water Gel (50g),न्यूट्रोजेना हाइड्रो बूस्ट वॉटर जेल (50 ग्राम),Personal Care,Skincare,Moisturizers,Face Moisturizer,Premium,20-45 All Genders,Year-round,"neutrogena, hydro boost, water gel, moisturizer, skincare, hyaluronic acid, premium","Cleanser, Eye Cream",Monthly
F4E3A2B1,The 7 Habits of Highly Effective People by Stephen Covey,स्टीफन कोवे द्वारा द 7 हैबिट्स ऑफ हाइली इफेक्टिव पीपल,Books & Stationery,Fiction & Non-Fiction,Self-Help,Personal Development Book,Mid-range,18+ All Genders,Year-round,"7 habits, stephen covey, self-help, personal development, effective people, mid-range, business book","Leadership Books, Productivity Books",Occasionally
9C8D7E6F,"Pilot V5 Hi-Tecpoint Pen (0.5mm, Black, Pack of 3)","पायलट V5 हाई-टेकपॉइंट पेन (0.5 मिमी, काला, 3 का पैक)",Books & Stationery,Stationery,Writing,Pens,Budget,15+ All Genders,Year-round,"pilot v5 pen, hi-tecpoint, fine tip pen, black ink, budget, pack of 3, office supplies","Gel Pens, Highlighters",Monthly
5A4B3C2D,Kookaburra Kahuna Pro Players Cricket Bat (English Willow),कूकाबुरा कहुना प्रो प्लेयर्स क्रिकेट बैट (इंग्लिश विलो),Sports & Fitness,Equipment,Cricket,Bats,Premium,Professional Players,Year-round,"cricket bat, kookaburra, kahuna pro, english willow, professional bat, premium, sports equipment","Leather Ball, Batting Pads",Occasionally
E1F9A8B7,"MuscleTech Nitro-Tech Whey Gold (5.5 lbs, Double Rich Chocolate)","मसलटेक नाइट्रो-टेक व्हे गोल्ड (5.5 एलबीएस, डबल रिच चॉकलेट)",Sports & Fitness,Supplements,Protein,Whey Protein Peptides & Isolate,Premium,18-45 All Genders,Year-round,"whey protein, muscletech, nitro-tech gold, isolate peptides, protein powder, double rich chocolate, 5.5 lbs","Amino Acids, Fat Burners",Monthly
C6D5E4F3,Mothercare All We Know Baby Powder (300g),मदरकेयर ऑल वी नो बेबी पाउडर (300 ग्राम),Toys & Baby Products,Baby Care,Bath & Skin,Powder,Mid-range,0-3 Years Infants,Year-round,"baby powder, mothercare, all we know, baby care, bath skin, 300g, mid-range","Baby Body Wash, Baby Moisturiser",Monthly
B2A1C9D8,"Joie Stages Convertible Car Seat (Group 0+/1/2, Slate)","जोई स्टेजेस कन्वर्टिबल कार सीट (ग्रुप 0+/1/2, स्लेट)",Toys & Baby Products,Baby Gear & Safety,Car Seats,Convertible Car Seat,Premium,0-7 Years Infants/Kids,Year-round,"car seat, joie stages, convertible car seat, baby safety, premium, group 0 1 2, slate","Travel System, Car Seat Protector",Occasionally
7E6F5A4B,"Fire-Boltt Ninja Call Pro Plus Smartwatch (1.83"" Display, Black)","फायर-बोल्ट निंजा कॉल प्रो प्लस स्मार्टवॉच (1.83"" डिस्प्ले, काला)",Electronics,Mobiles & Accessories,Wearables,Smartwatch,Budget,15+ All Genders,Year-round,"smartwatch, fire boltt, ninja call pro plus, bluetooth calling, wearable, budget, 1.83 inch display","Screen Guard, Charging Cable",Occasionally
D3C2B1A9,Pureit Advanced Max RO+UV+MF Water Purifier,प्योरइट एडवांस्ड मैक्स RO+UV+MF वॉटर प्यूरीफायर,Electronics,Home Appliances,Water Purifiers,Water Purifier,Mid-range,All Families,Year-round,"water purifier, pureit, advanced max, ro uv mf, home appliance, mid-range, mineral cartridge","GKK Filter, Service Kit",Occasionally
A8B7C6D5,"Tommy Hilfiger Men Cotton Blend Polo T-Shirt (Navy, Size M)","टॉमी हिलफिगर मेन कॉटन ब्लेंड पोलो टी-शर्ट (नेवी, साइज M)",Clothing & Apparel,Men's Wear,Casual,T-Shirt,Premium,20-45 Male,Year-round,"tommy hilfiger polo, men's t-shirt, cotton blend, navy polo, size m, premium, designer wear","Chinos, Loafers",Occasionally
F4E3A2B1,"Libas Women Rayon Printed Straight Kurta (Green, Size XL)","लिबास वीमेन रेयॉन प्रिंटेड स्ट्रेट कुर्ता (हरा, साइज XL)",Clothing & Apparel,Women's Wear,Ethnic,Kurta,Budget,20-45 Female,Year-round,"libas kurta, rayon kurta, printed kurta, ethnic wear, green, size xl, budget","Palazzos, Jeggings",Occasionally
9C8D7E6F,Mother Dairy Classic Curd (400g Cup),मदर डेयरी क्लासिक दही (400 ग्राम कप),Food & Grocery,Dairy & Eggs,Yogurt & Curd,Curd,Budget,All Ages,Year-round,"curd, dahi, mother dairy, classic curd, 400g, budget, dairy product","Milk, Paneer",Daily
5A4B3C2D,Balaji Chataka Pataka Tangy Tomato Flavour (50g Pack),बालाजी चटाका पटाका टैंगी टोमैटो फ्लेवर (50 ग्राम पैक),Food & Grocery,Packaged Foods,Snacks,Namkeen,Budget,All Ages,Year-round,"balaji chataka pataka, namkeen, tangy tomato, snacks, 50g, budget, indian snacks","Wafers, Wheels",Weekly
E1F9A8B7,Orient Electric Apex-FX 1200mm Ceiling Fan (Brown),ओरिएंट इलेक्ट्रिक एपेक्स-एफएक्स 1200 मिमी सीलिंग फैन (ब्राउन),Home & Kitchen,Kitchen Appliances,Fans,Ceiling Fan,Budget,All Ages,Summer,"ceiling fan, orient electric, apex fx, 1200mm fan, home appliance, brown, budget","Exhaust Fan, Fan Regulator",Occasionally
C6D5E4F3,"Nilkamal Eeezy Go Plastic Stool (Set of 2, Red)","निलकमल ईज़ी गो प्लास्टिक स्टूल (2 का सेट, लाल)",Home & Kitchen,Furniture,Small Furniture,Stool,Budget,All Ages,Year-round,"plastic stool, nilkamal, eeezy go, small furniture, set of 2, red, budget","Plastic Chair, Folding Table",Occasionally
B2A1C9D8,Khadi Natural Ayurvedic Sandalwood & Honey Face Wash (210ml),खादी नेचुरल आयुर्वेदिक सैंडलवुड एंड हनी फेस वॉश (210 मिली),Personal Care,Skincare,Face Wash,Ayurvedic Face Wash,Budget,18+ All Genders,Year-round,"khadi natural, face wash, sandalwood honey, ayurvedic, skincare, budget, 210ml","Herbal Soap, Rose Water",Monthly
7E6F5A4B,Biotique Bio Bhringraj Therapeutic Hair Oil (120ml),बायोटीक बायो भृंगराज थेराप्यूटिक हेयर ऑयल (120 मिली),Personal Care,Haircare,Conditioner & Oil,Ayurvedic Hair Oil,Mid-range,20+ All Genders,Year-round,"biotique hair oil, bhringraj oil, therapeutic oil, hair fall, ayurvedic, mid-range, 120ml","Herbal Shampoo, Hair Serum",Monthly
D3C2B1A9,Who Will Cry When You Die? by Robin Sharma,रॉबिन शर्मा द्वारा हू विल क्राई व्हेन यू डाई?,Books & Stationery,Fiction & Non-Fiction,Self-Help,Life Lessons Book,Budget,16+ All Genders,Year-round,"who will cry when you die, robin sharma, self-help, life lessons, inspirational, budget, non-fiction","The 5 AM Club, Motivational Books",Occasionally
A8B7C6D5,"Reynolds Trimax Gold Liquid Ink Pen (Blue, Pack of 1)","रेनॉल्ड्स ट्राइमैक्स गोल्ड लिक्विड इंक पेन (नीला, 1 का पैक)",Books & Stationery,Stationery,Writing,Pens,Budget,15+ All Genders,Year-round,"reynolds trimax, liquid ink pen, blue pen, stationery, budget, office pen, student pen","Black Pen, Pen Refills",Monthly
F4E3A2B1,SS Ton Kashmir Willow Cricket Bat (Size SH),एसएस टन कश्मीर विलो क्रिकेट बैट (साइज SH),Sports & Fitness,Equipment,Cricket,Bats,Mid-range,15+ Male,Year-round,"cricket bat, ss ton, kashmir willow, size sh, sports equipment, mid-range, tennis ball bat","Tennis Ball, Bat Grip",Occasionally
9C8D7E6F,"Scivation Xtend BCAA Powder (30 Servings, Blue Raspberry)","साइवेशन एक्सटेंड बीसीएए पाउडर (30 सर्विंग्स, ब्लू रास्पबेरी)",Sports & Fitness,Supplements,BCAA,Intra-Workout Supplement,Premium,18+ All Genders,Year-round,"bcaa powder, scivation xtend, intra workout, blue raspberry, supplement, 30 servings, premium","Whey Protein, Pre-Workout",Monthly
5A4B3C2D,Sebamed Baby Cleansing Bar (100g),सेबमेड बेबी क्लींजिंग बार (100 ग्राम),Toys & Baby Products,Baby Care,Bath & Skin,Soap,Mid-range,0-5 Years Infants/Kids,Year-round,"baby soap, sebamed, cleansing bar, baby care, ph 5.5, mid-range, sensitive skin","Baby Lotion, Baby Shampoo",Monthly
E1F9A8B7,LuvLap Galaxy Stroller Extra Large Seating Space (Black),लवलैप गैलेक्सी स्ट्रॉलर एक्स्ट्रा लार्ज सीटिंग स्पेस (काला),Toys & Baby Products,Baby Gear & Safety,Travel Gear,Stroller,Premium,0-3 Years Infants,Year-round,"baby stroller, luvlap galaxy, extra large seat, travel gear, premium, black, reversible handle","Stroller Accessories, Diaper Bag",Occasionally
C6D5E4F3,Amazon Echo Dot (5th Gen) Smart Speaker with Alexa (Charcoal),अमेज़न इको डॉट (5वीं पीढ़ी) स्मार्ट स्पीकर एलेक्सा के साथ (चारकोल),Electronics,Audio & Video,Speakers,Smart Speaker,Mid-range,All Ages,Year-round,"echo dot, amazon alexa, smart speaker, 5th gen, audio device, charcoal, mid-range","Smart Plugs, Smart Bulbs",Occasionally
B2A1C9D8,"Prestige Iris Plus 750W Mixer Grinder (4 Jars, Black)","प्रेस्टीज आइरिस प्लस 750W मिक्सर ग्राइंडर (4 जार, काला)",Home & Kitchen,Kitchen Appliances,Mixer Grinders,Mixer Grinder,Mid-range,All Ages,Year-round,"mixer grinder, prestige iris plus, 750w, kitchen appliance, mid-range, 4 jars, black","Juicer Jar, Atta Kneader",Occasionally
7E6F5A4B,"W Women Printed A-Line Kurta (Yellow, Size S)","डब्ल्यू वीमेन प्रिंटेड ए-लाइन कुर्ता (पीला, साइज S)",Clothing & Apparel,Women's Wear,Ethnic,Kurta,Mid-range,20-40 Female,Summer,"w kurta, printed kurta, a-line kurta, ethnic wear, yellow, size s, mid-range","Leggings, Sandals",Occasionally
D3C2B1A9,"Park Avenue Men's Slim Fit Formal Trousers (Black, Size 34)","पार्क एवेन्यू पुरुषों की स्लिम फिट फॉर्मल ट्राउजर (काला, साइज 34)",Clothing & Apparel,Men's Wear,Formal,Trousers,Mid-range,25-50 Male,Year-round,"formal trousers, park avenue, slim fit, men's wear, black, size 34, office wear","Formal Shirts, Leather Belt",Occasionally
A8B7C6D5,Tata Tea Gold (1kg Pouch),टाटा टी गोल्ड (1 किलो पाउच),Food & Grocery,Beverages,Tea & Coffee,Tea,Mid-range,All Ages,Year-round,"tata tea gold, tea powder, black tea, beverages, 1kg, mid-range, indian tea","Tea Bags, Sugar",Weekly
F4E3A2B1,Kurkure Masala Munch Crisps (90g Pack),कुरकुरे मसाला मंच क्रिस्प्स (90 ग्राम पैक),Food & Grocery,Packaged Foods,Snacks,Namkeen,Budget,All Ages,Year-round,"kurkure, masala munch, crisps, namkeen, 90g, budget, corn puffs","Lays, Bingo",Weekly
9C8D7E6F,Bajaj New Shakti Neo 15L Storage Water Heater (White),बजाज न्यू शक्ति नियो 15L स्टोरेज वॉटर हीटर (सफेद),Home & Kitchen,Kitchen Appliances,Geysers & Water Heaters,Storage Geyser,Mid-range,Families,Winter,"water heater, bajaj geyser, storage geyser, 15 litre, new shakti neo, home appliance, white","Instant Geyser, Installation Kit",Occasionally
5A4B3C2D,RoyalOak Milan Engineered Wood Queen Size Bed (Dark Walnut),रॉयलओक मिलान इंजीनियर्ड वुड क्वीन साइज बेड (डार्क वॉलनट),Home & Kitchen,Furniture,Bedroom Furniture,Bed,Mid-range,Couples/Families,Year-round,"queen size bed, royal oak, engineered wood bed, bedroom furniture, dark walnut, mid-range, milan","Mattress, Bedside Table",Occasionally
E1F9A8B7,Nivea Soft Light Moisturizing Cream (200ml),निविया सॉफ्ट लाइट मॉइस्चराइजिंग क्रीम (200 मिली),Personal Care,Skincare,Moisturizers,Face & Body Cream,Budget,All Ages,Year-round,"nivea soft, moisturizer, light cream, skincare, face body cream, budget, 200ml","Cold Cream, Lip Balm",Monthly
C6D5E4F3,Bajaj Almond Drops Hair Oil (300ml),बजाज आलमंड ड्रॉप्स हेयर ऑयल (300 मिली),Personal Care,Haircare,Conditioner & Oil,Hair Oil,Budget,All Ages,Year-round,"bajaj almond oil, almond hair oil, hair care, vitamin e, budget, 300ml, light hair oil","Shampoo, Hair Serum",Monthly
B2A1C9D8,The Power of Your Subconscious Mind by Joseph Murphy,जोसेफ मर्फी द्वारा द पावर ऑफ योर सबकॉन्शियस माइंड,Books & Stationery,Fiction & Non-Fiction,Self-Help,Mind Power Book,Budget,18+ All Genders,Year-round,"power of subconscious mind, joseph murphy, self-help, mind power, inspirational, budget, classic","Psychology Books, Motivational Books",Occasionally
7E6F5A4B,"Cello Butterflow Ball Pen (Pack of 10, Blue)","सेलो बटरफ्लो बॉल पेन (10 का पैक, नीला)",Books & Stationery,Stationery,Writing,Pens,Budget,All Ages,Year-round,"cello butterflow, ball pen, blue ink, stationery, budget, pack of 10, smooth writing","Gel Pen, Notebook",Monthly
D3C2B1A9,"Adidas Oceaunz League Football (Size 5, White/Blue)","एडिडास ओशेन्ज़ लीग फुटबॉल (साइज़ 5, सफेद/नीला)",Sports & Fitness,Equipment,Sports Gear,Football,Premium,12+ All Genders,Year-round,"football, adidas football, size 5, oceaunz league, sports gear, premium, white blue","Football Pump, Shin Guards",Occasionally
A8B7C6D5,"GNC AMP Gold Series BCAA Advanced (400g, Blue Raspberry)","जीएनसी एएमपी गोल्ड सीरीज बीसीएए एडवांस्ड (400 ग्राम, ब्लू रास्पबेरी)",Sports & Fitness,Supplements,BCAA,Intra-Workout Supplement,Premium,18+ All Genders,Year-round,"bcaa powder, gnc amp gold, advanced bcaa, blue raspberry, supplement, 400g, premium","Whey Protein, Glutamine",Monthly
F4E3A2B1,"Chicco Natural Feeling Well-Being Feeding Bottle (150ml, 0m+)","चिक्को नेचुरल फीलिंग वेल-बीइंग फीडिंग बॉटल (150 मिली, 0m+)",Toys & Baby Products,Feeding & Nursing,Bottles & Sterilizers,Feeding Bottle,Mid-range,0+ Months Infants,Year-round,"feeding bottle, chicco, natural feeling, 150ml, baby bottle, mid-range, anti colic","Bottle Sterilizer, Bottle Brush",Monthly
9C8D7E6F,"MamyPoko Pants Extra Absorb Diapers (Small, 76 Count)","मैमीपोको पैन्ट्स एक्स्ट्रा एब्जॉर्ब डायपर (स्मॉल, 76 काउंट)",Toys & Baby Products,Baby Care,Diapers & Wipes,Pant Style Diapers,Budget,4-8 kg Infants,Year-round,"mamypoko pants, extra absorb, pant style diapers, small size, 76 count, budget, baby diapers","Baby Wipes, Diaper Disposal Bags",Weekly
5A4B3C2D,"Sony Bravia 55 inches 4K Ultra HD Smart LED Google TV (KD-55X74K, Black)","सोनी ब्राविया 55 इंच 4K अल्ट्रा HD स्मार्ट एलईडी गूगल टीवी (KD-55X74K, काला)",Electronics,Home Appliances,Televisions,Smart TV,Premium,Families,Year-round,"smart tv, sony bravia, 55 inch tv, 4k uhd, google tv, premium, kd-55x74k","Soundbar, Wall Mount Bracket",Occasionally
E1F9A8B7,"Sujata Dynamix DX Mixer Grinder (900W, 3 Jars, White)","सुजाता डायनामिक्स DX मिक्सर ग्राइंडर (900W, 3 जार, सफेद)",Home & Kitchen,Kitchen Appliances,Mixer Grinders,Heavy Duty Mixer,Premium,All Ages,Year-round,"mixer grinder, sujata dynamix, 900w, kitchen appliance, premium, 3 jars, heavy duty","Juicer Mixer Grinder, Blender",Occasionally
C6D5E4F3,"Rangriti Women Cotton Printed Straight Kurta (Orange, Size L)","रंगरीति वीमेन कॉटन प्रिंटेड स्ट्रेट कुर्ता (ऑरेंज, साइज L)",Clothing & Apparel,Women's Wear,Ethnic,Kurta,Budget,20-45 Female,Summer,"rangriti kurta, cotton kurta, printed kurta, ethnic wear, orange, size l, budget","Leggings, Kolhapuris",Occasionally
B2A1C9D8,"Louis Philippe Men's Regular Fit Formal Shirt (Pink, Size 42)","लुई फिलिप पुरुषों की रेगुलर फिट फॉर्मल शर्ट (गुलाबी, साइज 42)",Clothing & Apparel,Men's Wear,Formal,Shirt,Premium,30-55 Male,Year-round,"formal shirt, louis philippe, regular fit, men's wear, pink, size 42, premium","Formal Trousers, Blazer",Occasionally
7E6F5A4B,Bru Instant Coffee Powder (200g Pouch),ब्रू इंस्टेंट कॉफी पाउडर (200 ग्राम पाउच),Food & Grocery,Beverages,Tea & Coffee,Instant Coffee,Budget,18+ All Genders,Year-round,"bru coffee, instant coffee, coffee powder, beverages, 200g, budget, south indian coffee","Sugar, Milk Powder",Monthly
D3C2B1A9,Doritos Nacho Cheese Flavored Tortilla Chips (150g Pack),डोरिटोस नाचो चीज़ फ्लेवर्ड टॉर्टिला चिप्स (150 ग्राम पैक),Food & Grocery,Packaged Foods,Snacks,Chips,Mid-range,All Ages,Year-round,"doritos, nacho cheese, tortilla chips, snacks, 150g, mid-range, party snack","Salsa Dip, Cool Ranch Doritos",Occasionally
A8B7C6D5,Crompton Arno Neo 25-L Storage Water Heater (White),क्रॉम्पटन अर्नो नियो 25-L स्टोरेज वॉटर हीटर (सफेद),Home & Kitchen,Kitchen Appliances,Geysers & Water Heaters,Storage Geyser,Mid-range,Families,Winter,"water heater, crompton geyser, storage geyser, 25 litre, arno neo, home appliance, white","Connection Pipes, Teflon Tape",Occasionally
F4E3A2B1,"Sleepyhead Original - 3 Layered Orthopedic Memory Foam Mattress (King Size, 8 inch)","स्लीपीहेड ओरिजिनल - 3 लेयर्ड ऑर्थोपेडिक मेमोरी फोम मैट्रेस (किंग साइज, 8 इंच)",Home & Kitchen,Furniture,Bedroom Furniture,Mattress,Premium,Couples/Families,Year-round,"mattress, sleepyhead, orthopedic, memory foam, king size, 8 inch, premium","Bed Frame, Mattress Protector",Occasionally
9C8D7E6F,Himalaya Herbals Gentle Exfoliating Apricot Scrub (100g),हिमालय हर्बल्स जेंटल एक्सफोलिएटिंग एप्रिकॉट स्क्रब (100 ग्राम),Personal Care,Skincare,Scrubs & Exfoliants,Face Scrub,Budget,16+ All Genders,Year-round,"himalaya scrub, apricot scrub, face scrub, exfoliating, skincare, budget, 100g","Face Wash, Moisturizer",Occasionally
5A4B3C2D,WOW Skin Science Onion Black Seed Hair Oil (200ml),वाह स्किन साइंस अनियन ब्लैक सीड हेयर ऑयल (200 मिली),Personal Care,Haircare,Conditioner & Oil,Hair Oil,Mid-range,20+ All Genders,Year-round,"wow hair oil, onion black seed oil, hair growth oil, hair fall control, mid-range, 200ml, mineral oil free","Onion Shampoo, Hair Mask",Monthly
E1F9A8B7,How to Win Friends and Influence People by Dale Carnegie,डेल कार्नेगी द्वारा हाउ टू विन फ्रेंड्स एंड इन्फ्लुएंस पीपल,Books & Stationery,Fiction & Non-Fiction,Self-Help,Communication Skills Book,Budget,18+ All Genders,Year-round,"how to win friends, dale carnegie, self-help, communication skills, influence people, budget, classic","Personality Development Books, Business Communication",Occasionally
C6D5E4F3,Natraj 621 Bold Pencils (Pack of 10),नटराज 621 बोल्ड पेंसिल (10 का पैक),Books & Stationery,Stationery,Writing,Pencils,Budget,5+ All Genders,Back-to-School,"natraj pencils, bold pencils, writing pencils, stationery, budget, pack of 10, school supplies","Eraser, Sharpener",Monthly
B2A1C9D8,"Vector X Striker Football Shoes (Men's, Blue/Orange, Size 8 UK)","वेक्टर एक्स स्ट्राइकर फुटबॉल शूज़ (पुरुष, नीला/नारंगी, साइज 8 UK)",Sports & Fitness,Apparel,Shoes,Football Shoes,Budget,15+ Male,Year-round,"football shoes, vector x, striker shoes, men's sports shoes, budget, blue orange, size 8 uk","Football Socks, Football Jersey",Occasionally
7E6F5A4B,"MusclePharm Combat 100% Whey Protein (5 lbs, Chocolate Milk)","मसलफार्म कॉम्बैट 100% व्हे प्रोटीन (5 एलबीएस, चॉकलेट मिल्क)",Sports & Fitness,Supplements,Protein,Whey Protein Blend,Premium,18-45 All Genders,Year-round,"whey protein, musclepharm, combat whey, protein powder, chocolate milk, 5 lbs, premium","Glutamine, Fish Oil",Monthly
